"id","title","location","date","price","currency","beds","description","image_url"
2352,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09","2800","$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
2353,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://media.kijiji.ca/api/v1/ca-prod-statics/images/0c/0cd0ae3f-a4a9-428f-9c45-148a31528448?rule=kijijica-60-jpg"
2354,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
2355,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09","1200","$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
2356,"One full size room for rent","City of Toronto","2022-09-09","1000","$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
2357,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09","1500","$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/21/21b82173-a87b-4f06-952d-73bb3caa1e1e?rule=kijijica-96-jpg"
2358,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09","2600","$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/df/df84fd60-8de8-4125-a2c6-5a6fd9c70975?rule=kijijica-96-jpg"
2359,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09","2600","$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8d/8d25ec7a-b464-4e6e-b2f9-078eca9bda23?rule=kijijica-96-jpg"
2360,"2 Bedroom condo rental Fairview 401/404","City of Toronto","2022-09-09","2350","$","1+Den","Luxury 1 + 1 (Den Can Be Used As 2nd Bedroom) Condo. Walk to Subway, 1 Parking Included. App Requirement: No pet, non-smoker, first and last, proof of income, credit check and reference.","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/93/9306fe6d-159b-415b-a338-59644727fc77?rule=kijijica-96-jpg"
2361,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09","2729","$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/62/62f52298-0180-41fd-8876-3468402a6f85?rule=kijijica-96-jpg"
2362,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09","2179","$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d2/d2872941-257a-4fd7-b2f9-f77160efdc81?rule=kijijica-96-jpg"
2363,"Toronto Yorkville Downtown Apartment for Rent","City of Toronto","2022-09-09","0","N/A","1","Fantastic Bloor Street Location (388 Bloor Street East) In Rosedale With Great Value Available From October 1st. Spacious & Bright One Bedroom W/ Ample Storage Like The Walk-In Closet & Locker. Two ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2a/2a596570-009e-4bc4-970d-c1423cd861e0?rule=kijijica-96-jpg"
2364,"High level yonge and sheppard 1 bedroom condo rental","City of Toronto","2022-09-09","2300","$","1","Luxury 1 bedroom high floor unit. 9' ceiling. Conveniently located just steps from Sheppard and Yonge. S/S Appliances. 1 Parking spot and 1 locker. App Requirement: No pet, non-smoker, first and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3b/3b35cbf5-8538-4c53-b4c5-e934a8793259?rule=kijijica-96-jpg"
2365,"House for lease in Innisfil","City of Toronto","2022-09-09","0","N/A","4","This Family Favourite Is Finished From Top To Bottom And Recently Updated! The Layout Is Sure To Please With Elegant Sunlit Living And Dining Room Combination Modern Kitchen With Quartz Countertops ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0d/0d431389-d844-48f6-b131-ae0f2ba89b67?rule=kijijica-96-jpg"
2366,"3 bed Basement for rent","City of Toronto","2022-09-09","1450","$","3","3 bedroom basement for rent in scarborough major intersection Markham road and lawrance just few minutes walk to bus stop ,banks ,malls, schools and grocery stores.Hardwood floor,tiled in kitchen and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2d/2d5e6c52-1bbc-4999-b100-cf0765c67224?rule=kijijica-96-jpg"
2367,"Apartment for Rent Above Ground with Large Patio, All Year BBQ","City of Toronto","2022-09-09","2750","$","1","Apartment for Rent Luxury in the 401/Kingston Rd area in Scarborough. Very close to all TTC, GO Train, shopping. 10 minutes away from University Of Toronto, Centennial College Campuses. Very quiet ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/78/781ea417-6be9-44b2-bb91-9f1408b54448?rule=kijijica-96-jpg"
2368,"Downtown new 1 bedroom condo","City of Toronto","2022-09-09","2600","$","1","This one-year-old condo is located in the heart of the city. With its high-end condos, abundant green space, parks, and historic sites, Fort York is a safe downtown neighborhood. Gorgeous ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/66/6654c193-18fc-445e-aa03-b719b048e1dc?rule=kijijica-96-jpg"
2369,"85-95 Gamble Ave. - 2Br. ""Newly Renovated Suites""","City of Toronto","2022-09-09","2200","$","2","Apartment for Rent in Toronto managed by Q Residential Ask about our Parking Promotion!!! Key Property Details Beautiful & Well Maintained Building Spacious living room & Plenty of closet space ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d1/d14a2982-ab90-4b2a-ae3c-836dce26b0f7?rule=kijijica-96-jpg"
2370,"1 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09","1932","$","1","Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ... Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e7/e73750d9-53f3-4df1-8514-efe64b302008?rule=kijijica-96-jpg"
2371,"2 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09","2170","$","2","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/000c76dd-3bc2-4566-bff2-c23fcdb94a02?rule=kijijica-96-jpg"
2372,"2 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09","2332","$","2","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/22/22f591ba-a723-4b0a-ad16-9cf510ca1ec5?rule=kijijica-96-jpg"
2373,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09","1874","$","1","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b2/b2a78ffc-8d03-436c-8450-33ff5e9ddf54?rule=kijijica-96-jpg"
2374,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09","1842","$","1","*Join Us for Our Open House Every Wednesday from 4:00-6:00 pm* Ideally situated just off HWY 401, this great location is surrounded by Clanton and Earl Bales Parks. It is the perfect rental in North ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
2375,"1 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09","1850","$","1","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-statics/images/21/215c01f9-bcc9-49db-8517-9f495c176607?rule=kijijica-60-jpg"
2376,"2 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09","2399","$","2","Join Us for Our In-person Open House Every Wednesday & Friday, from 4pm to 6pm. Call Now to Reserve Your Spot! Experience the charm of this historic three-story Toronto apartment building with a ... 1 Month FREE on 13 Month Lease","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
2377,"Basement Markham","City of Toronto","2022-09-09","1650","$","2","Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
2378,"2 Bedroom Condo for rent (DOWNTOWN TORONTO)","City of Toronto","2022-09-09","3500","$","2","Beautiful Luxury Condo In The Heart Of The Downtown Core! 2 Bedrooms With 2 Full Washrooms! Welcome To Infinity T'S Astro Unit! This Is One Of The Largest 2+Den Units In The Entire Building Boasting ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
2379,"Parkdale Bachelor Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09","1549","$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0a/0aca9c6e-ea61-48c8-848d-d0b6f7535a13?rule=kijijica-96-jpg"
2380,"Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09","1899","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/38/3852c146-670d-4b5e-ad82-2f8816766afc?rule=kijijica-96-jpg"
2381,"Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09","2349","$","2","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a4/a4e280aa-7a07-4cc3-a152-0487d00316ad?rule=kijijica-96-jpg"
2382,"Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue","City of Toronto","2022-09-09","1849","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c5/c5c9955c-8083-4c89-bfd2-5c3d84e58283?rule=kijijica-96-jpg"
2383,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09","1599","$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e8/e8c7dcf2-506c-4ecd-837b-52ce72837afc?rule=kijijica-96-jpg"
2384,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09","1949","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/11/118a14c3-b868-4708-a98d-4177ac227555?rule=kijijica-96-jpg"
2385,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09","1700","$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/00a1bc6d-58ba-41a7-8345-f34043fe1884?rule=kijijica-96-jpg"
2386,"2 bed 2 bath condo at Fort York available for October 1st","City of Toronto","2022-09-02","2950","$","2","Modern condo in beautiful Fort York in a very desirable area. Condo Features: Bright condo with South exposure (bright and sunny all day long) Modern Kitchen With Granite Counter Top, Island, ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
2387,"1 Bedroom - Upper Beaches! Spacious Upgraded Suites! Call now!","City of Toronto","2022-09-09","2099","$","1","Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ... FLASH SALE | Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
2388,"0 Bedroom, 1 Bathroom Apartment for Rent - 470 Roncesvalles","City of Toronto","2022-09-09","1619","$","Bachelor/Studio","Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
2389,"Two Bedroom Penthouse Plus Den  | Minto Yorkville for Rent","City of Toronto","2022-08-31","10989","$","2+Den","Utilities Included Heat Water Building Features Covered parking Elevators Social room Sauna Fitness room Wheelchair access Recreation room Public transit Shopping nearby Parks nearby Schools nearby ... Premium suites at Bay and Yorkville in Toronto","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
2390,"3 bedroom + Den luxury condo Downsview subway","City of Toronto","2022-09-03","3400","$","3+Den","Stunning corner unit facing south-east with spectacular views in a luxury condominium, bright and spacious (3+Den),. Walking distance to public transportation (DOWNSVIEW Station, minutes to ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/e8/e890e90e-b74c-4d51-be7d-fb41b0ed0d11?rule=kijijica-60-jpg"
2391,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09","1320","$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
2392,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09","1700","$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
2393,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09","2400","$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
2394,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09","950","$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/78/78c37140-36cb-45a4-ad8d-0da5bcae29c6?rule=kijijica-60-jpg"
2395,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09","1200","$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
2396,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09","2400","$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
2397,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09","2800","$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
2398,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://media.kijiji.ca/api/v1/ca-prod-statics/images/96/9679dd14-ebb0-4d49-8274-bfa8c2b577d0?rule=kijijica-60-jpg"
2399,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
2400,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09","1200","$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
2401,"One full size room for rent","City of Toronto","2022-09-09","1000","$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
2402,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09","1500","$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e3/e3900085-efb4-42af-8023-c6030eb6c651?rule=kijijica-96-jpg"
2403,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09","2600","$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/85/856a8572-9e26-48da-9c1f-ebc6636d4931?rule=kijijica-96-jpg"
2404,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09","2600","$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7d/7d465753-704d-4c68-b4c5-a9a4157c8f5d?rule=kijijica-96-jpg"
2405,"2 Bedroom condo rental Fairview 401/404","City of Toronto","2022-09-09","2350","$","1+Den","Luxury 1 + 1 (Den Can Be Used As 2nd Bedroom) Condo. Walk to Subway, 1 Parking Included. App Requirement: No pet, non-smoker, first and last, proof of income, credit check and reference.","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/68/68b36567-b3cc-467e-957d-b57825745b08?rule=kijijica-96-jpg"
2406,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09","2729","$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/22/22408966-b284-42cf-a5c1-d3c37dd1e101?rule=kijijica-96-jpg"
2407,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09","2179","$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5f/5f74cb03-fc15-4c84-b04f-9697d9eb50c4?rule=kijijica-96-jpg"
